ID,Category,Question,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,CorrectAns1,CorrectAns2,CorrectAns3
800,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is a typical tool to find the cause of a problem?,Fishbone diagram,5Why,Checklist,Key Questions,NIL,NIL,NIL,NIL,NIL,NIL,Fishbone diagram,NIL,NIL
801,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What tool should be used to find the root cause of a problem?,Fishbone diagram,5Why,Checklist,Key Questions,NIL,NIL,NIL,NIL,NIL,NIL,5Why,NIL,NIL
802,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What kind of actions are used to attack the root cause?,No actions at all,Corrective actions,Containment actions,Preventive actions,NIL,NIL,NIL,NIL,NIL,NIL,Corrective actions,NIL,NIL
803,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What actions need to be taken in the first discipline of an 8D?,Emergency response actions,Interim containment actions,Permanent corrective actions,Preventive actions,NIL,NIL,NIL,NIL,NIL,NIL,Emergency response actions,NIL,NIL
804,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is the highest severity (8D)?,1,3,5,7,NIL,NIL,NIL,NIL,NIL,NIL,1,NIL,NIL
805,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is the timing to fulfill D3 of an 8D?,24 hours,No timing defined,2 days,3 days,NIL,NIL,NIL,NIL,NIL,NIL,3 days,NIL,NIL
806,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is a fishbone in terms of structured problem saving,The rest of a fish from lunch,Something to eat for the cat,A tool for root cause analysis,An organization chart of QM staff,NIL,NIL,NIL,NIL,NIL,NIL,A tool for root cause analysis,NIL,NIL
807,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What does MLC mean?,Middle layer concept,Material life cycle,Mid life crisis,Manufacturing logistics concept,NIL,NIL,NIL,NIL,NIL,NIL,Material life cycle,NIL,NIL
808,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Which Material Life Cycle status allows ordering of tooling?,MLC 50,MLC 55,MLC 60,MLC 70,NIL,NIL,NIL,NIL,NIL,NIL,MLC 60,NIL,NIL
809,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Which roles release a Material Life Cycle status?,Engineering Release Manager,Supplier Quality Manager Component Introduction,Release Manager Original Equipment Service,All,NIL,NIL,NIL,NIL,NIL,NIL,All,NIL,NIL
810,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What disciplines are affected by the Material Life Cycle?,Engineering,Production,Aftermarket,All,NIL,NIL,NIL,NIL,NIL,NIL,All,NIL,NIL
811,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,May plants maintain specific MLC status?,"Yes, in the central IT systems","Yes, in the local IT systems","Yes, in the central and local IT systems",Not possible,NIL,NIL,NIL,NIL,NIL,NIL,"Yes, in the central and local IT systems",NIL,NIL
812,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is the typical sequence passing a PLC Gate?,Gate Review - Engineering Release - Gate Release,Material Release - Gate Review - Gate Release,Material Release - Engineering Release - Gate Release,Engineering Release - Gate Review - Gate Release,NIL,NIL,NIL,NIL,NIL,NIL,Engineering Release - Gate Review - Gate Release,NIL,NIL
813,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,How many Gates does the Product Life Cycle have?,8,10,12,14,NIL,NIL,NIL,NIL,NIL,NIL,12,NIL,NIL
814,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Which PLC Gate allows unlimited series production?,G70,G80,G90,All,NIL,NIL,NIL,NIL,NIL,NIL,G80,NIL,NIL
815,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,At which PLC Gate has the project staffing to be completed?,G30,G40,G50,G55,NIL,NIL,NIL,NIL,NIL,NIL,G40,NIL,NIL
816,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Who may release a PLC Gate?,Project Manager,Engineering Head,Gate Release Director,All,NIL,NIL,NIL,NIL,NIL,NIL,Gate Release Director,NIL,NIL
817,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is STAGES?,Our supplier development process,Our tool for process management,Standard Aggregates within Business Unit ES,A method for software testing,NIL,NIL,NIL,NIL,NIL,NIL,Our tool for process management,NIL,NIL
818,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Who is responsible for quality in a customer project?,Quality Manager in Project,Engineers,Project Manager,Everybody,NIL,NIL,NIL,NIL,NIL,NIL,Everybody,NIL,NIL
819,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Where are model-based processes mainly stored?,VISIO,Sharepoint,STAGES,Quality Management System,NIL,NIL,NIL,NIL,NIL,NIL,STAGES,NIL,NIL
820,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What are important elements of a process?,"Names of persons, requirement specs ","Roles, Inputs ,Outputs",Action item lists,Mitigation plans,NIL,NIL,NIL,NIL,NIL,NIL,"Roles, Inputs ,Outputs",NIL,NIL
821,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is the Component Qualification Matrix used for?,To steer the production in the plants,As an interface between Conti and it's suppliers,To document the component qualification in applications,For purchasing issues,NIL,NIL,NIL,NIL,NIL,NIL,To document the component qualification in applications,NIL,NIL
822,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is a Quality Hurdle?,A specific precondition at some PLC Gates,Production stop in case of problems,A Japanese method for quality inspections,A CBS methodology,NIL,NIL,NIL,NIL,NIL,NIL,A specific precondition at some PLC Gates,NIL,NIL
823,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What to do if a PLC Quality Hurdle is violated?,Project Manager has to decide how to go further,Core team has to decide how to go further,Escalation to dedicated Steering Committee,Escalation to Business Unit Head,NIL,NIL,NIL,NIL,NIL,NIL,Escalation to dedicated Steering Committee,NIL,NIL
824,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What does “SW QI” stand for?,Software Quality Improvement,Software Query Interface,Software Quality Initiative,Software Quite Interesting,NIL,NIL,NIL,NIL,NIL,NIL,Software Quality Initiative,NIL,NIL
825,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,The ASPICE® target level of Continental is to reach process capability level ,3 - Established,2 - Managed,1 - Performed,4 - Predictable,NIL,NIL,NIL,NIL,NIL,NIL,3 - Established,NIL,NIL
826,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,The Software Quality Initiative objective is not,"Reduce defects and ""first time right""",Ensure proper staffing in Software projects,Improve Software reuse processes,Broad ASPICE-based process compliance,NIL,NIL,NIL,NIL,NIL,NIL,Ensure proper staffing in Software projects,NIL,NIL
827,PRODUCT & PRODUCTION PROCESS DEVELOPMENT," ""SQLT"" stands for",Software Quality Leadership Team,System Quality Leadership Team,System Quality Level Test,Standard Quality Level Test,NIL,NIL,NIL,NIL,NIL,NIL,Software Quality Leadership Team,NIL,NIL
828,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What does “FSM” stand for?,FIFA Soccer Manager,Free Software Magazine,Functional Software Management,Functional Safety Management,NIL,NIL,NIL,NIL,NIL,NIL,Functional Safety Management,NIL,NIL
829,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Why do we use ASPICE® requirements?,To improve the communication in the team,To improve our software quality,To improve our EBIT,To improve the customer satisfaction,NIL,NIL,NIL,NIL,NIL,NIL,To improve our software quality,NIL,NIL
830,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is not the SQLT's mission?,Develop Quality targets and metrics,Develop Software Quality organizations,Ensure timely alignment of cross-BU topics,Ensure reporting of Software defects to Quality Round Table,NIL,NIL,NIL,NIL,NIL,NIL,Ensure reporting of Software defects to Quality Round Table,NIL,NIL
831,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Which of the following is not a working group of the Software Quality Initiative?,Requirements Engineering & Management,Software Testing,Functional Safety Management,Competence Development,NIL,NIL,NIL,NIL,NIL,NIL,Functional Safety Management,NIL,NIL
832,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"""SPICE®"" stands for",System Process Improvement and Capability Explanation,System Process Improvement and Capability Determination,Software Process Improvement and Capability Determination,Software Project Improvement and Capability Determination,NIL,NIL,NIL,NIL,NIL,NIL,Software Process Improvement and Capability Determination,NIL,NIL
833,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Functional Safety Management aims to establish,Safety Managers,Functional Security,Fault-free Products,Safety Culture,NIL,NIL,NIL,NIL,NIL,NIL,Safety Culture,NIL,NIL
834,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"What is a basic element of ""Scrum""?",Spring,Sprint,Scope,Software,NIL,NIL,NIL,NIL,NIL,NIL,Sprint,NIL,NIL
835,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,The ASPICE® level is determined by,Questionnaires,Assessments,Audits,Gate Reviews,NIL,NIL,NIL,NIL,NIL,NIL,Assessments,NIL,NIL
836,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,The ASPICE® level is reviewed by,Our customer,Our Software heads,Our R&D heads,Certified assessors,NIL,NIL,NIL,NIL,NIL,NIL,Certified assessors,NIL,NIL
837,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,The supplier software approval is based on,The test results,The review records,The supplier issue tracking list,All 3 work products,NIL,NIL,NIL,NIL,NIL,NIL,All 3 work products,NIL,NIL
838,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"What is one of the first topics of working group ""Agile Methods""?",Transition and Integration,Definition of Done,Scalability,None of them,NIL,NIL,NIL,NIL,NIL,NIL,Transition and Integration,NIL,NIL
839,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Continental Automotive SW Quality vision includes?,High performance SW solutions,Zero recalls,Competitive pricing,Fast development cycles,NIL,NIL,NIL,NIL,NIL,NIL,Zero recalls,NIL,NIL
840,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"What's the basic intention of introducing ""Agile""?",Minimize the cycle time of development tasks,Preparing for change,Optimize the ROI of development activity,A shorter time to market,NIL,NIL,NIL,NIL,NIL,NIL,Preparing for change,NIL,NIL
841,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"""PLNS"" stands for",Personal Learning Network System,Project Learning Network System,Perfect Launches No Spills,Perfect Learning Network System,NIL,NIL,NIL,NIL,NIL,NIL,Perfect Launches No Spills,NIL,NIL
842,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"A ""PCC"" is a ",Process Compliance Check,Process Comparison Check,Process Compulsory Check,Project Compliance Check,NIL,NIL,NIL,NIL,NIL,NIL,Process Compliance Check,NIL,NIL
843,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Which standard was developed and published by the Software Quality Initiative?,Quality Alert & Escalation - CAP1000203,Functional Safety Management - CA 0500131,Management of 3rd Party Software - CA 0709203 ,Design for Six Sigma - CAP0509030,NIL,NIL,NIL,NIL,NIL,NIL,Management of 3rd Party Software - CA 0709203 ,NIL,NIL
844,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What kind of actions can be defined to manage risks?,"Transfer, Avoid, Mitigate, Accept, Cancel Project",Preventive actions and intervention,"Avoid, Ignore, Accept, Minimize","Transfer, Ignore, Prevent, Accept, Minimize",NIL,NIL,NIL,NIL,NIL,NIL,"Transfer, Avoid, Mitigate, Accept, Cancel Project",NIL,NIL
845,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is the Delphi Method?,Predicting the future (based on greek mythology),An effort estimation method,A negotiation technique,A communication method,NIL,NIL,NIL,NIL,NIL,NIL,An effort estimation method,NIL,NIL
846,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,PCIS is the abbreviation for…,Pre Commitment Information Sheet,Power Customer Interrogation Sheet,Pricing Calculation Internal Sheet,Pre Commitment Information System,NIL,NIL,NIL,NIL,NIL,NIL,Pre Commitment Information System,NIL,NIL
847,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is not a main requirement to perform G90?,The required quality and quantity of the series production has been reached,The project is closed,The series production is running stable,The Process Capability has been approved,NIL,NIL,NIL,NIL,NIL,NIL,The project is closed,NIL,NIL
848,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,When do you fill out the GANTT Chart initially?,In the Initation Phase,In the Planning Phase,In the Execution Phase,In the Closure Phase,NIL,NIL,NIL,NIL,NIL,NIL,In the Planning Phase,NIL,NIL
849,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"If the project status becomes “red”, the Project Manager should…", Escalate towards the Steering Committee in the next milestone meeting,  Escalate towards the Steering Committee immediately and discuss and implement corrective actions with the Steering Committee.,Try to get the project back on the track without contacting the Steering Committee., Wait until the final milestone to discuss the project status with the Steering Committee.,NIL,NIL,NIL,NIL,NIL,NIL,  Escalate towards the Steering Committee immediately and discuss and implement corrective actions with the Steering Committee.,NIL,NIL
850,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is not the task of the Project Team, Commitment of resources, Preparation of milestones, Control of  project resources, Implementation of project targets,NIL,NIL,NIL,NIL,NIL,NIL, Commitment of resources,NIL,NIL
851,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is a Milestone Meeting?,A team meeting,A meeting in which you exchange ideas with other projects,A meeting in which you report the status of the project to the Steering Committee,It is similar to the Kick-Off Meeting,NIL,NIL,NIL,NIL,NIL,NIL,A meeting in which you report the status of the project to the Steering Committee,NIL,NIL
852,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is not part of the team clock? (Project Phases which a project team normally goes through when starting to work together),Forming,Storming,Norming,Shirking,NIL,NIL,NIL,NIL,NIL,NIL,Shirking,NIL,NIL
853,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is special within an IT project of Continental?,Five project phases,No steering committee,Two project managers,No milestone meetings,NIL,NIL,NIL,NIL,NIL,NIL,Two project managers,NIL,NIL
854,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is not part of a Kick-Off Workshop?,Define Project Objectives,Define Milestone Dates,Define Project Schedule,Execute the Work Packages,NIL,NIL,NIL,NIL,NIL,NIL,Execute the Work Packages,NIL,NIL
855,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Which rule or requirement has the highest priority?,Customer Requirements,Continental rules,Legal regulations,German Automotive Industry (VDA) Standards,NIL,NIL,NIL,NIL,NIL,NIL,Legal regulations,NIL,NIL
856,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"The Abbreviation ""BOM"" means ?",Byte Order Mark ,Bill of Material,Bureau of Methodology,Bureau of Meteorology,NIL,NIL,NIL,NIL,NIL,NIL,Bill of Material,NIL,NIL
857,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,How many digits has our standardized material number ?,10,11,13,19,NIL,NIL,NIL,NIL,NIL,NIL,13,NIL,NIL
858,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What shall be included in a control plan?,All Special Characteristics,All Customer requirements,All Design parameters,All Production Process parameters,NIL,NIL,NIL,NIL,NIL,NIL,All Special Characteristics,NIL,NIL
859,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,ISO is an ?,Internal Service Organization,International Supplier Organization,Interdisciplinary Supervision Organization,International Standardization Organization,NIL,NIL,NIL,NIL,NIL,NIL,International Standardization Organization,NIL,NIL
860,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"""AIAG""  is the abbreviation for",Automotive Industry Action Group,Automotive Industry Amusement Games,Automotive Industry Action Games,Automotive Industry Applications and Governance,NIL,NIL,NIL,NIL,NIL,NIL,Automotive Industry Action Group,NIL,NIL
861,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"""SC"" stands for ",Special Case,,Special Characteristics,Specific Character,NIL,NIL,NIL,NIL,NIL,NIL,Special Characteristics,NIL,NIL
862,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"""FMVSS"" requirements are",Mandatory for non automotive products,binding for selected markets and products,Only applicable if required by customer ,Optional,NIL,NIL,NIL,NIL,NIL,NIL,Binding for selected markets and products,NIL,NIL
863,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"""FMVSS"" stands for",Federal Motor Vehicle Safety Standard,Federal Motor Vehicle Standard Supplement,Federal Motor Vehicles Service Supplier,Financial Modules Verification Standard Service,NIL,NIL,NIL,NIL,NIL,NIL,Federal Motor Vehicle Safety Standard,NIL,NIL
864,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Who is responsible for Quality within Continental ?,The Division Heads,Our CEO ,Our Quality Chief,Every employee,NIL,NIL,NIL,NIL,NIL,NIL,Every employee,NIL,NIL
865,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Lego Serious Play within Continental is…,A CBS method,A moderation technique for workshops,A game for relaxation in breaks,Vacation program for kids of employees (Ferienprogramm at the Regensburg location),NIL,NIL,NIL,NIL,NIL,NIL,A moderation technique for workshops,NIL,NIL
866,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is a difference between Facebook and ConNext?,No recommend/like functionality in ConNext,No groups/communities possible in Facebook,No nick names possible in ConNext,Nothing at all,NIL,NIL,NIL,NIL,NIL,NIL,No nick names possible in ConNext,NIL,NIL
867,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,"What means ""Leaving Expert Debriefing""?",Technique to transfer know-how of a predecessor to a successor,Issue of demographic change in German locations,Issue of high fluctuation in Chinese locations,HR development instrument of the Expert career,NIL,NIL,NIL,NIL,NIL,NIL,Technique to transfer know-how of a predecessor to a successor,NIL,NIL
868,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,Corporate Knowledge Management is doing research in,Information Structures,Education,Online Libraries/Journals,Recruiting,NIL,NIL,NIL,NIL,NIL,NIL,Information Structures,NIL,NIL
869,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,What is not part of Knowledge Management?,Lego Serious Play,Communities,ContiPedia,Contivation,NIL,NIL,NIL,NIL,NIL,NIL,Contivation,NIL,NIL
870,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,ContiPedia is available for every employee to…,Get informed about recent automotive News,Enter tickets in case of IT issues,Enter innovation ideas to be rated,"Enter abbreviations, terms, and definitions",NIL,NIL,NIL,NIL,NIL,NIL,"Enter abbreviations, terms, and definitions",NIL,NIL
871,PRODUCT & PRODUCTION PROCESS DEVELOPMENT,How many open ConNext Communities did exist in January 2016?,60,500,2000,4500,NIL,NIL,NIL,NIL,NIL,NIL,2000,NIL,NIL
